ID,SPECIES_CODE,SPECIES_NAME,CURRENT_SPECIES_NAME,POPULATION,PREFERRED_COMMON_NAMES,PROJECT_CODE,OBSERVATION_FOREIGN_ID,GDA94_ZONE_55_EASTINGNORTHING,LONGITUDE,LATITUDE,EASTING,NORTHING,POSITION_ACCURACY,LOCATION_DESC,OBSERVER_NAMES,OBSERVATION_DATE,DATE_ACCURACY,OBSERVATION_TYPE,OBSERVATION_TYPE_QUALIFIER,OBSERVATION_STATE,OBSERVATION_STATE_QUALIFIER,RECORD_STATUS,NOTES,PRIMARY_IDENTIFIER
3372965,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587542 5285828),148.0667,-42.575,587542,5285828,100,"Darlington, Maria Island",Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3376490,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),19-Nov-2009,Day,Not Recorded,,Present,,Accepted,,
3379630,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3380027,B77-00031,Morus serrator,,,australasian gannet,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS283077994,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),28-Nov-2014,Day,Not Recorded,,Present,,Accepted,,
3380431,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (594272 5269543),148.15138,-42.72083,594272,5269543,-1,NR. Cape Maurduard Maria Island National Park,Unknown Unknown (23130),17-Nov-2011,Day,Not Recorded,,Present,,Accepted,,
3381454,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587038 5269822),148.063,-42.71917,587038,5269822,100,Haunted Bay Maria Island,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3390382,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (587439 5285234),148.06554,-42.58036,587439,5285234,100,Darlington,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3391401,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (586874 5276396),148.06,-42.66,586874,5276396,-1,Maria Island Bird Walk,Unknown Unknown (23130),30-Mar-2009,Day,Not Recorded,,Present,,Accepted,,
3391533,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (589073 5284173),148.0856,-42.58972,589073,5284173,5000,Darlington Reservoir,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
3395434,B77-00031,Morus serrator,,,australasian gannet,dr359,,POINT (584137 5279846),148.02609,-42.62924,584137,5279846,100,Return Point,Unknown Unknown (23130),01-Jan-1900,Unknown,Not Recorded,,Present,,Accepted,,
